"Date.Occurred","FIPS","REPDIST","DR.Number","Date.Reported","Time.Occurred","Area.ID","Area.Name","Crime.Code","Crime.Code.Description","MO.Codes","Victim.Age","Victim.Sex","Victim.Descent","Premise.Code","Premise.Description","Weapon.Used.Code","Weapon.Description","Status.Code","Status.Description","Crime.Code.1","Crime.Code.2","Crime.Code.3","Crime.Code.4","Address","Cross.Street","Location","RPT_DELAY","Count","RPT_DELAY_1DAY","RPT_DELAY_1WEEK","RPT_DELAY_1MONTH","RPT_DELAY_MONTHS","RPT_DAY","CMPLNT_DAY","RPT_MONTH","CMPLNT_MONTH","winter","spring","summer","fall","weekend","BASICCAR","lat","lon","OBJECTID","COUNTY","STATE","POPULATION","SQMI","ID","sourceCoun","ENRICH_FID","aggregatio","HasData","CIVLBFR_CY","EMP_CY","INDAGRI_CY","INDMIN_CY","INDCONS_CY","INDMANU_CY","INDWHTR_CY","INDRTTR_CY","INDTRAN_CY","INDUTIL_CY","INDINFO_CY","INDFIN_CY","INDRE_CY","INDTECH_CY","INDMGMT_CY","INDADMN_CY","INDEDUC_CY","INDHLTH_CY","INDARTS_CY","INDFOOD_CY","INDOTSV_CY","INDPUBL_CY","UNEMP_CY","UNEMPRT_CY","pop.total","pop.male","pop.u20","pop.20.64","pop.o64","pop.married","pop.white","pop.black","pop.native","pop.asian","pop.pacific","pop.latino","occupants.1.5","rent.35.income","occ.units","pop.single.hh","hh.size","no.school","poverty","med.income","pop.no.insur","pop.unempl","lan.english","lan.spanish","lan.yiddish","lan.russian","lan.polish","lan.armenian","lan.hindi","lan.chinese","lan.vietnamese","lan.arabic","lan.hebrew","lan.african","vict.white","vict.black","vict.latin","vict.asian","vict.u18","vict.18.24","vict.25.44","vict.45.64","vict.o64","vict.female","federal","christian","muslim","jewish","hindu","celebration"
2010-01-01,"06037222600",357,140310336,2014-04-22,1800,3,"Southwest",121,"RAPE, FORCIBLE","1251 1259 1801 0522 0503 0443 0448 0527 0516 1309",12,"F","B",501,"SINGLE FAMILY DWELLING",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other",121,812,NA,NA,"1300 W  36TH                         ST","","(34.0229, -118.2974)",1572,1,0,0,0,1,"Tuesday","Friday","April","January",1,0,0,0,0,"3A57",34.0229,-118.2974,"749","Los Angeles","CA","5806",0.25,"1748","US","749","BlockApportionment:US.BlockGroups","1","2517","2363","0","0","188","77","44","244","92","11","88","28","45","141","0","185","303","328","55","214","306","14","154",6.1,5496,52.6,22.6,69.5,7.90000000000001,21.6521106259097,17.9,24.6,0.8,15.2,2.1,49.1,6.3,59.4,1628,25.2,3.465,32.9,39.5,26188,16.1,6.9,32.8602620087336,44.2685589519651,0,0,0,0,0.327510917030568,9.13391557496361,0.454876273653566,0.254730713245997,0,2.69286754002911,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0
2010-01-01,"06037241300",1861,141814105,2014-07-18,1200,18,"Southeast",121,"RAPE, FORCIBLE","1267",109,"F","O",501,"SINGLE FAMILY DWELLING",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other",121,812,NA,NA,"11800    AINSWORTH                    ST","","(33.9265, -118.2903)",1659,1,0,0,0,1,"Friday","Friday","July","January",1,0,0,0,0,"18A97",33.9265,-118.2903,"323","Los Angeles","CA","2381",0.2,"1322","US","323","BlockApportionment:US.BlockGroups","1","896","847","0","0","55","70","82","73","128","7","32","9","21","35","0","88","43","83","18","67","15","21","49",5.5,2110,47.4,28.1,62.1,9.8,32.9383886255924,20.5,47,0,0,0,51.4,6.5,75.7,692,26.6,3.05,39.5,29.4,30735,23.1,4,49.0521327014218,44.1232227488152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
2010-01-01,"06037121801",1504,151516325,2015-08-11,1200,15,"N Hollywood",121,"RAPE, FORCIBLE","0527 0432 0558 1258 0500 0522",6,"F","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",121,812,NA,NA,"12000    SATICOY                      ST","","(34.2085, -118.3943)",2048,1,0,0,0,1,"Tuesday","Friday","August","January",1,0,0,0,0,"15A3",34.2085,-118.3943,"1463","Los Angeles","CA","3913",0.19,"462","US","1463","BlockApportionment:US.BlockGroups","1","2037","1888","23","0","184","182","121","319","62","0","0","13","34","89","0","149","102","265","24","118","159","44","149",7.3,3384,52.1,25.1,66.7,8.19999999999999,33.8652482269503,57.8,6.4,0,9.7,0,63.5,4.6,75.3,1132,30.5,3.23,37.6,22.3,32195,22.6,5.8,18.9420803782506,55.3782505910166,0,0,0,6.11702127659574,0,0.945626477541371,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
2010-01-01,"06037106114",1918,121914877,2012-07-02,1900,19,"Mission",121,"RAPE, FORCIBLE","0527 0515 0360 1259 1817 0410 0532",14,"F","H",501,"SINGLE FAMILY DWELLING",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",121,NA,NA,NA,"13200    MACLAY                       ST","","(34.2985, -118.4205)",913,1,0,0,0,1,"Monday","Friday","July","January",1,0,0,0,0,"19A7",34.2985,-118.4205,"1512","Los Angeles","CA","6013",0.39,"511","US","1512","BlockApportionment:US.BlockGroups","1","2872","2690","8","0","283","264","42","293","90","0","66","113","64","39","0","260","204","382","0","339","208","35","182",6.3,6451,47.6,35.1,59,5.90000000000001,28.6932258564563,67,6.4,0.7,3.3,0,84.8,7.1,59.8,1568,6.7,4.085,35.4,17.8,51190,14,4.8,20.5084483025887,60.2542241512944,0,0,0,0,0,0,0.0155014726399008,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0
2010-01-01,"06037241001",1862,161804716,2016-01-15,600,18,"Southeast",121,"RAPE, FORCIBLE","1258 0400 0416 0519 0443 0512 1817",7,"F","H",501,"SINGLE FAMILY DWELLING",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other",121,812,NA,NA,"200 E  116TH                        PL","","(33.9284, -118.2715)",2205,1,0,0,0,1,"Friday","Friday","January","January",1,0,0,0,0,"18A63",33.9284,-118.2715,"422","Los Angeles","CA","4417",0.35,"1421","US","422","BlockApportionment:US.BlockGroups","1","1777","1522","34","0","192","198","13","98","109","0","38","52","19","0","0","154","55","233","12","154","93","68","255",14.4,4580,45.3,33.9,57.6,8.5,21.6593886462882,24,39.4,0,0.2,0.2,58.8,2.4,49.7,1135,17.1,4.02,38.6,40.3,34491,21,10.6,36.7467248908297,52.5545851528384,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0
2010-01-01,"06037229300",1362,171324225,2017-10-02,1,13,"Newton",121,"RAPE, FORCIBLE","0522 0502 0527 1251 1258 0537 1259 0552 0400",109,"","",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other",121,812,NA,NA,"400 E  51ST                         ST","","(33.9966, -118.2674)",2831,1,0,0,0,1,"Monday","Friday","October","January",1,0,0,0,0,"13A61",33.9966,-118.2674,"924","Los Angeles","CA","5777",0.19,"1923","US","924","BlockApportionment:US.BlockGroups","1","2254","2093","9","0","139","510","60","246","22","11","10","0","6","45","0","197","36","165","0","399","236","2","161",7.1,5796,48.4,39.1,58.1,2.80000000000001,18.1331953071084,33.2,10.5,0,0,0,88.9,18.6,68.3,1278,3.5,4.295,64.6,48.8,31044,37.1,5.6,12.3533471359558,72.7398205659075,0,0,0,0,0,0,0,0,0.138026224982747,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2010-01-01,"06037208302",248,120204097,2012-01-02,1,2,"Rampart",121,"RAPE, FORCIBLE","1259 0500",14,"F","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AA","Adult Arrest",121,NA,NA,NA,"300    WITMER                       ST","","(34.0591, -118.2635)",731,1,0,0,0,1,"Monday","Friday","January","January",1,0,0,0,0,"2A69",34.0591,-118.2635,"1011","Los Angeles","CA","4356",0.17,"10","US","1011","BlockApportionment:US.BlockGroups","1","2215","1954","30","0","150","465","33","168","18","0","117","36","37","16","0","51","178","247","25","190","168","25","261",11.8,4101,50.5,29.2,62.4,8.40000000000001,22.457937088515,56.1,6.5,2.9,13.1,0,76.8,16.1,50.5,1444,31.4,2.94,41.2,31.7,31573,26.2,7.6,15.8741770299927,75.6400877834675,0,0,0,0,0,0.682760302365277,0,0,0,0.0975371860521824,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0
2010-01-01,"06037203600",455,170415029,2017-04-24,100,4,"Hollenbeck",121,"RAPE, FORCIBLE","",109,"","",501,"SINGLE FAMILY DWELLING",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AA","Adult Arrest",121,812,NA,NA,"500 N  BREED                        ST","","(34.0504, -118.2068)",2670,1,0,0,0,1,"Monday","Friday","April","January",1,0,0,0,0,"4A53",34.0504,-118.2068,"975","Los Angeles","CA","5497",0.21,"1974","US","975","BlockApportionment:US.BlockGroups","1","2310","2090","0","0","183","257","126","293","104","19","0","11","16","75","0","135","174","267","47","200","134","49","220",9.5,5228,47.9,31.9,59.5,8.59999999999999,25.3825554705432,71.9,0,0.1,1.8,0,97.2,14,55.1,1314,16.2,3.975,60.6,28.8,32232,26.4,4.6,6.82861514919663,76.4919663351186,0,0,0,0,0,0.153022188217291,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2010-01-01,"06037131600",1001,151018232,2015-12-01,1200,10,"West Valley",121,"RAPE, FORCIBLE","1258 0360 0527 0526 0512 0507 0550 0551 0504 0536",7,"F","H",501,"SINGLE FAMILY DWELLING",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",121,812,NA,NA,"19200    KESWICK                      ST","","(34.2102, -118.5514)",2160,1,0,0,0,1,"Tuesday","Friday","December","January",1,0,0,0,0,"10A3",34.2102,-118.5514,"1284","Los Angeles","CA","5629",0.85,"283","US","1284","BlockApportionment:US.BlockGroups","1","3010","2762","0","12","184","193","22","424","43","13","202","190","46","139","0","220","244","292","94","158","222","64","248",8.2,5162,51.2,21.1,66.6,12.3,34.4633862843858,61.2,2.2,0,12.8,0,53.9,0.6,35.8,1468,24.9,3.615,29.7,11.4,67656,12.7,5.2,30.7051530414568,44.07206509105,0,0,0,3.54513754358776,0,0.271212708252615,2.92522278186749,0,0,0.193723363037582,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0
2010-01-01,"06037237202",1233,131211433,2013-04-25,1,12,"77th Street",121,"RAPE, FORCIBLE","0913 0527 0503 0537 0512 0507 0516 0542",29,"F","B",501,"SINGLE FAMILY DWELLING",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",121,NA,NA,NA,"62ND                         ST","CIMARRON","(33.9834, -118.3158)",1210,1,0,0,0,1,"Thursday","Friday","April","January",1,0,0,0,0,"12A45",33.9834,-118.3158,"783","Los Angeles","CA","4422",0.43,"1782","US","783","BlockApportionment:US.BlockGroups","1","2156","2037","0","0","240","203","49","258","55","0","55","25","5","18","0","107","72","254","73","197","401","25","119",5.5,4714,50.6,32.2,60,7.8,26.9410267288926,29.6,31,0,0.5,0,66.2,3,66.7,1349,25.6,3.55,40.8,18.9,36496,21.5,8.5,27.9168434450573,61.7734408145948,0,0,0,0,0,0,0.593975392448027,0,0,0.55154857870174,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0
2010-01-01,"06037270200",899,160817984,2016-10-31,1,8,"West LA",121,"RAPE, FORCIBLE","1258 0537 0527",7,"F","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",121,812,NA,NA,"2600 S  CORNING                      ST","","(34.0356, -118.3816)",2495,1,0,0,0,1,"Monday","Friday","October","January",1,0,0,0,0,"8A95",34.0356,-118.3816,"634","Los Angeles","CA","4046",0.29,"1633","US","634","BlockApportionment:US.BlockGroups","1","2173","2102","14","0","24","70","45","156","128","0","129","57","26","237","0","112","51","218","104","483","203","44","71",3.3,3576,47.6,17.3,66.3,16.4,25.8668903803132,69.8,8.2,0.8,5,0.3,60.2,5.7,43.4,1187,35,3.02,20.3,14.9,52708,23.6,3.2,34.3120805369128,54.9496644295302,0.307606263982103,0.307606263982103,0,0.307606263982103,5.06152125279642,0,0.251677852348993,0.810961968680089,0.167785234899329,0.782997762863535,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0
2010-01-01,"06037111205",1754,161718659,2016-10-26,1200,17,"Devonshire",121,"RAPE, FORCIBLE","1258 1262",12,"F","O",501,"SINGLE FAMILY DWELLING",NA,"","IC","Invest Cont",121,812,NA,NA,"10200    ETIWANDA                     AV","","(34.2555, -118.5323)",2490,1,0,0,0,1,"Wednesday","Friday","October","January",1,0,0,0,0,"17A35",34.2555,-118.5323,"1259","Los Angeles","CA","3406",0.45,"258","US","1259","BlockApportionment:US.BlockGroups","1","1763","1679","0","0","51","87","52","232","64","33","99","151","18","161","0","8","150","343","49","124","23","34","84",4.8,4269,52.7,27.7,60.2,12.1,36.6362145701569,45.6,14.8,1.4,33.2,0.3,21.8,0,58.9,1312,17.3,3.24,6.1,5.9,70490,14.9,4.4,45.8889669711876,13.3520730850316,0,0,0,0.773014757554462,0.632466619817287,2.45959241040056,1.10096041227454,2.97493558210354,0.117123448114312,1.6865776528461,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
2010-01-01,"06037137103",2177,172111385,2017-05-19,1200,21,"Topanga",121,"RAPE, FORCIBLE","2000 0519 1813",109,"","",501,"SINGLE FAMILY DWELLING",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other",121,NA,NA,NA,"21500    CALIFA                       ST","","(34.1773, -118.5988)",2695,1,0,0,0,1,"Friday","Friday","May","January",1,0,0,0,0,"21A97",34.1773,-118.5988,"130","Los Angeles","CA","4761",0.29,"1129","US","130","BlockApportionment:US.BlockGroups","1","3085","3025","0","0","28","319","70","191","49","0","305","485","67","286","24","155","201","209","136","176","178","146","60",1.9,5225,47,21.9,65.2,12.9,31.4641148325359,71.6,4.1,0,13.8,0,18.5,0,44.7,2534,37.8,2.06,4.3,8.6,66235,6.9,2.6,50.6411483253589,9.55023923444976,0,0,0.669856459330144,0.937799043062201,0.669856459330144,0.61244019138756,0,0,0.555023923444976,0.229665071770335,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2010-01-01,"06037119800",1977,171923216,2017-12-17,800,19,"Mission",121,"RAPE, FORCIBLE","0360 0400 0503 0551 0506 0522 0527 0529 0536 1258",109,"","",501,"SINGLE FAMILY DWELLING",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",121,NA,NA,NA,"8700    SNOWDEN                      AV","","(34.228, -118.4326)",2907,1,0,0,0,1,"Sunday","Friday","December","January",1,0,0,0,0,"19A79",34.228,-118.4326,"1453","Los Angeles","CA","6441",0.48,"452","US","1453","BlockApportionment:US.BlockGroups","1","3368","3194","159","0","255","399","97","304","95","1","95","166","98","146","0","276","170","366","9","271","198","89","174",5.2,6140,50.2,24.2,65.1,10.7,37.0846905537459,60.1,1.7,0.3,11.7,0,79.1,3,65.3,1406,11.2,4.18,33.9,7.7,73681,14.5,4.3,14.771986970684,74.3322475570033,0,0,0,0,0,0.521172638436482,0,0.863192182410424,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
