"","FIPS","V1","DR.Number","Date.Reported","Date.Occurred","Time.Occurred","Area.ID","Area.Name","REPDIST","Crime.Code","Crime.Code.Description","MO.Codes","Victim.Age","Victim.Sex","Victim.Descent","Premise.Code","Premise.Description","Weapon.Used.Code","Weapon.Description","Status.Code","Status.Description","Crime.Code.1","Crime.Code.2","Crime.Code.3","Crime.Code.4","Address","Cross.Street","Location","RPT_DELAY","RPT_DELAY_1DAY","RPT_DELAY_1WEEK","RPT_DELAY_1MONTH","RPT_DELAY_MONTHS","lat","lon","OBJECTID","COUNTY","STATE","POPULATION","SQMI","ID","sourceCoun","ENRICH_FID","aggregatio","HasData","CIVLBFR_CY","EMP_CY","INDAGRI_CY","INDMIN_CY","INDCONS_CY","INDMANU_CY","INDWHTR_CY","INDRTTR_CY","INDTRAN_CY","INDUTIL_CY","INDINFO_CY","INDFIN_CY","INDRE_CY","INDTECH_CY","INDMGMT_CY","INDADMN_CY","INDEDUC_CY","INDHLTH_CY","INDARTS_CY","INDFOOD_CY","INDOTSV_CY","INDPUBL_CY","UNEMP_CY","UNEMPRT_CY","pop.total","pop.male","pop.u20","pop.20.64","pop.o64","pop.married","pop.white","pop.black","pop.native","pop.asian","pop.pacific","pop.latino","occupants.1.5","rent.35.income","occ.units","pop.single.hh","hh.size","no.school","poverty","med.income","pop.no.insur","pop.unempl","vict.white","vict.black","vict.latin","vict.asian"
"11","06037101220",541266,141616617,"2014-12-12","2014-12-03",1200,16,"Foothill",1658,121,"RAPE, FORCIBLE","0906 1816 1206 2001 1310 1820 0510 0515 1258 0527",12,"F","W",122,"VEHICLE, PASSENGER/TRUCK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","JA","Juv Arrest",121,NA,NA,NA,"7000    GREELEY                      ST","","(34.2489, -118.2839)",9,0,0,1,0,34.2489,-118.2839,"1540","Los Angeles","CA","3442",0.27,"539","US","1540","BlockApportionment:US.BlockGroups","1","1745","1639","0","0","122","85","57","228","95","0","47","68","9","23","0","117","42","420","67","66","84","109","106",6.1,3167,46.1,23.2,63.7,13.1,29.207451847174,72.6,3.7,1.7,13.9,0,26.8,3.4,61,1220,12.598673823808,2.625,19.3,15,39634,7.4,4.5,1,0,0,0
"12","06037101220",745715,151600637,"2015-03-01","2015-03-01",130,16,"Foothill",1657,121,"RAPE, FORCIBLE","2000 1262 0528 1409 1814 1817 0527 1415 1206 1259",16,"F","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other",121,998,NA,NA,"7100    GREELEY                      ST","","(34.249, -118.2859)",0,1,1,1,0,34.249,-118.2859,"1540","Los Angeles","CA","3442",0.27,"539","US","1540","BlockApportionment:US.BlockGroups","1","1745","1639","0","0","122","85","57","228","95","0","47","68","9","23","0","117","42","420","67","66","84","109","106",6.1,3167,46.1,23.2,63.7,13.1,29.207451847174,72.6,3.7,1.7,13.9,0,26.8,3.4,61,1220,12.598673823808,2.625,19.3,15,39634,7.4,4.5,0,0,1,0
"13","06037101220",261526,121609370,"2012-05-03","2012-05-02",100,16,"Foothill",1657,121,"RAPE, FORCIBLE","1206 0421 0419 0527 1415 0516 0526 1804",30,"F","O",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other",121,998,NA,NA,"10200    PINEWOOD                     AV","","(34.2544, -118.2859)",1,1,1,1,0,34.2544,-118.2859,"1540","Los Angeles","CA","3442",0.27,"539","US","1540","BlockApportionment:US.BlockGroups","1","1745","1639","0","0","122","85","57","228","95","0","47","68","9","23","0","117","42","420","67","66","84","109","106",6.1,3167,46.1,23.2,63.7,13.1,29.207451847174,72.6,3.7,1.7,13.9,0,26.8,3.4,61,1220,12.598673823808,2.625,19.3,15,39634,7.4,4.5,0,0,0,0
"14","06037101220",321353,141612284,"2014-08-11","2011-10-10",2330,16,"Foothill",1658,121,"RAPE, FORCIBLE","0527 1243 2000",33,"F","H",501,"SINGLE FAMILY DWELLING",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other",121,NA,NA,NA,"7000    GREELEY                      ST","","(34.2489, -118.2839)",1036,0,0,0,1,34.2489,-118.2839,"1540","Los Angeles","CA","3442",0.27,"539","US","1540","BlockApportionment:US.BlockGroups","1","1745","1639","0","0","122","85","57","228","95","0","47","68","9","23","0","117","42","420","67","66","84","109","106",6.1,3167,46.1,23.2,63.7,13.1,29.207451847174,72.6,3.7,1.7,13.9,0,26.8,3.4,61,1220,12.598673823808,2.625,19.3,15,39634,7.4,4.5,0,0,1,0
"15","06037101220",322281,151609974,"2015-06-11","2012-01-01",1200,16,"Foothill",1657,121,"RAPE, FORCIBLE","1259 0536 0537 0527 0913",17,"F","B",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other",121,NA,NA,NA,"10100    PINEWOOD                     AV","","(34.2523, -118.2859)",1257,0,0,0,1,34.2523,-118.2859,"1540","Los Angeles","CA","3442",0.27,"539","US","1540","BlockApportionment:US.BlockGroups","1","1745","1639","0","0","122","85","57","228","95","0","47","68","9","23","0","117","42","420","67","66","84","109","106",6.1,3167,46.1,23.2,63.7,13.1,29.207451847174,72.6,3.7,1.7,13.9,0,26.8,3.4,61,1220,12.598673823808,2.625,19.3,15,39634,7.4,4.5,0,1,0,0
"16","06037101300",963788,161600902,"2016-05-31","2016-05-31",1,16,"Foothill",1659,121,"RAPE, FORCIBLE","1415 0527 1206 0942 1823 0501 0526 0510 0515 0537",39,"F","H",501,"SINGLE FAMILY DWELLING",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other",121,998,NA,NA,"6400    VALMONT                      ST","","(34.2514, -118.2723)",0,1,1,1,0,34.2514,-118.2723,"1569","Los Angeles","CA","4258",0.97,"568","US","1569","BlockApportionment:US.BlockGroups","1","2281","2176","24","0","90","198","89","179","111","41","139","167","37","210","0","64","177","352","19","16","124","139","105",4.6,4238,47.3,11.4,68.6,20,31.500707881076,88.4,2.6,0,7,0,8.4,0,47.8,1461,14.7239263803681,2.49,14.4,7.9,80708,3.8,5.1,0,0,1,0
"17","06037101400",963619,161600629,"2016-03-03","2016-02-27",2200,16,"Foothill",1668,121,"RAPE, FORCIBLE","0421 1409 0416 0527 1218 0520 1822 0508 0542",57,"F","B",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",121,998,NA,NA,"PINEWOOD","FOOTHILL","(34.248, -118.2859)",5,0,1,1,0,34.248,-118.2859,"1542","Los Angeles","CA","3960",2.38,"541","US","1542","BlockApportionment:US.BlockGroups","1","1952","1812","11","0","125","114","40","107","41","12","60","89","21","240","0","117","186","314","10","118","156","51","140",7.2,4231,47.6,20.9,63.3,15.8,24.1786811628457,76.4,2.6,2.9,10.4,1.6,24.1,1.5,73.9,1553,11.2030252895297,2.645,12.7,8.6,65029,1,6.7,0,1,0,0
"18","06037101400",595231,161605056,"2016-01-21","2013-07-01",1200,16,"Foothill",1668,121,"RAPE, FORCIBLE","0522 0515 0913 1251 1258",NA,"F","H",501,"SINGLE FAMILY DWELLING",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AA","Adult Arrest",121,NA,NA,NA,"7600    VALMONT                      ST","","(34.2529, -118.2979)",934,0,0,0,1,34.2529,-118.2979,"1542","Los Angeles","CA","3960",2.38,"541","US","1542","BlockApportionment:US.BlockGroups","1","1952","1812","11","0","125","114","40","107","41","12","60","89","21","240","0","117","186","314","10","118","156","51","140",7.2,4231,47.6,20.9,63.3,15.8,24.1786811628457,76.4,2.6,2.9,10.4,1.6,24.1,1.5,73.9,1553,11.2030252895297,2.645,12.7,8.6,65029,1,6.7,0,0,1,0
"19","06037101400",751697,151615277,"2015-10-26","2015-10-25",230,16,"Foothill",1668,121,"RAPE, FORCIBLE","1813 0507 0516 0533 1414 2003 2000 0416 0432 0527",41,"F","W",501,"SINGLE FAMILY DWELLING",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other",121,998,NA,NA,"7600    DAY                          ST","","(34.2545, -118.2979)",1,1,1,1,0,34.2545,-118.2979,"1542","Los Angeles","CA","3960",2.38,"541","US","1542","BlockApportionment:US.BlockGroups","1","1952","1812","11","0","125","114","40","107","41","12","60","89","21","240","0","117","186","314","10","118","156","51","140",7.2,4231,47.6,20.9,63.3,15.8,24.1786811628457,76.4,2.6,2.9,10.4,1.6,24.1,1.5,73.9,1553,11.2030252895297,2.645,12.7,8.6,65029,1,6.7,1,0,0,0
"20","06037101400",1234853,171614740,"2017-09-22","2017-09-15",2200,16,"Foothill",1668,121,"RAPE, FORCIBLE","0416 0500 0527",37,"F","W",501,"SINGLE FAMILY DWELLING",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",121,NA,NA,NA,"7600    DAY                          ST","","(34.2545, -118.2979)",7,0,1,1,0,34.2545,-118.2979,"1542","Los Angeles","CA","3960",2.38,"541","US","1542","BlockApportionment:US.BlockGroups","1","1952","1812","11","0","125","114","40","107","41","12","60","89","21","240","0","117","186","314","10","118","156","51","140",7.2,4231,47.6,20.9,63.3,15.8,24.1786811628457,76.4,2.6,2.9,10.4,1.6,24.1,1.5,73.9,1553,11.2030252895297,2.645,12.7,8.6,65029,1,6.7,1,0,0,0
"21","06037102103",592594,151610710,"2015-07-02","2014-11-01",100,16,"Foothill",1676,121,"RAPE, FORCIBLE","0400 0527 1262 1206 0319",25,"F","W",501,"SINGLE FAMILY DWELLING",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other",121,NA,NA,NA,"8800    HELEN                        AV","","(34.2287, -118.3652)",243,0,0,0,1,34.2287,-118.3652,"1543","Los Angeles","CA","1866",0.48,"542","US","1543","BlockApportionment:US.BlockGroups","1","1002","965","0","0","61","52","18","160","11","11","34","46","23","112","0","37","101","241","6","7","45","0","37",3.7,1870,47.7,12.9,70.7,16.4,31.283422459893,94.3,0.3,0.9,4.8,0,17.3,0.9,65,683,19.2513368983957,2.685,8.4,6.7,73819,1.3,9.7,1,0,0,0
"22","06037102104",747791,151607483,"2015-04-02","2015-01-12",2359,16,"Foothill",1677,121,"RAPE, FORCIBLE","1206 0527 1814",19,"F","W",508,"FRAT HOUSE/SORORITY/DORMITORY",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other",121,NA,NA,NA,"7500    GLENOAKS                     BL","","(34.2068, -118.3416)",80,0,0,0,1,34.2068,-118.3416,"1544","Los Angeles","CA","3701",0.7,"543","US","1544","BlockApportionment:US.BlockGroups","1","1996","1901","0","0","62","218","7","218","13","4","47","104","58","306","0","52","190","364","47","55","65","91","95",4.8,3578,46.9,16.5,64.7,18.8,35.3549468977082,82.9,1.5,0,13.6,0.5,10.6,0,65.5,1271,13.8624930128563,2.8,10,10.4,72039,2.5,7.4,1,0,0,0
"23","06037102105",748921,151609749,"2015-06-08","2015-06-07",2000,16,"Foothill",1699,121,"RAPE, FORCIBLE","1206 0527 1414 1409 1262 1817 1415 0515",29,"F","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",121,998,NA,NA,"7600    HOLLYWOOD                    WY","","(34.2085, -118.3486)",1,1,1,1,0,34.2085,-118.3486,"1545","Los Angeles","CA","1777",0.19,"544","US","1545","BlockApportionment:US.BlockGroups","1","1002","921","0","0","22","148","31","93","17","6","21","39","4","56","0","33","132","131","38","42","81","27","81",8.1,1949,50,19.8,73.2,7,23.4992303745511,66.2,3.5,1.1,9,0,67.6,2.8,55.6,562,18.4710107747563,3.49,25.3,16.3,48571,14.1,8.3,0,0,1,0
"24","06037102107",966541,161609119,"2016-05-06","2016-04-30",400,16,"Foothill",1667,121,"RAPE, FORCIBLE","1817 1409 0510 0527",22,"F","O",501,"SINGLE FAMILY DWELLING",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other",121,998,NA,NA,"9700    SOMBRA                       TR","","(34.2512, -118.3422)",6,0,1,1,0,34.2512,-118.3422,"1546","Los Angeles","CA","3965",5.04,"545","US","1546","BlockApportionment:US.BlockGroups","1","1837","1739","22","0","130","152","32","200","20","0","88","106","41","129","0","18","98","297","113","40","223","30","98",5.3,3950,51.2,21.9,55.6,22.5,31.0632911392405,79.5,1.3,0.2,14.7,0.5,27.9,0,65.1,1242,10.4810126582278,3.11,11.1,14.2,62264,0,4.4,0,0,0,0
"25","06037102107",344465,131601481,"2013-11-10","2013-11-09",2330,16,"Foothill",1667,121,"RAPE, FORCIBLE","0526 0527 0532 1259 1409 1415 0942 1206 0510 1817",15,"F","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",121,998,NA,NA,"10800    ROYCROFT                     ST","","(34.2404, -118.3658)",1,1,1,1,0,34.2404,-118.3658,"1546","Los Angeles","CA","3965",5.04,"545","US","1546","BlockApportionment:US.BlockGroups","1","1837","1739","22","0","130","152","32","200","20","0","88","106","41","129","0","18","98","297","113","40","223","30","98",5.3,3950,51.2,21.9,55.6,22.5,31.0632911392405,79.5,1.3,0.2,14.7,0.5,27.9,0,65.1,1242,10.4810126582278,3.11,11.1,14.2,62264,0,4.4,1,0,0,0
"26","06037103101",349793,131615392,"2013-10-08","2013-02-14",1,16,"Foothill",1618,121,"RAPE, FORCIBLE","1251 1259 0913 0527 0532 0507",15,"F","W",501,"SINGLE FAMILY DWELLING",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other",121,NA,NA,NA,"NASSAU                       AV","MCVINE                       ST","(34.2796, -118.3046)",236,0,0,0,1,34.2796,-118.3046,"1547","Los Angeles","CA","2747",0.82,"546","US","1547","BlockApportionment:US.BlockGroups","1","1486","1395","26","0","24","137","39","151","93","7","39","81","32","110","9","161","107","160","25","68","77","49","91",6.1,2734,53,18.5,67,14.5,31.272860277981,89.2,0.6,1.7,8.2,0.6,26.7,0,55.1,922,16.7520117044623,2.805,11.5,8.3,67500,3.2,6.5,1,0,0,0
"27","06037103102",963633,161600649,"2016-03-07","2016-03-07",230,16,"Foothill",1637,121,"RAPE, FORCIBLE","0408 0507 0527 1218 0334 0409 0416 0421 1414 1820",58,"F","W",501,"SINGLE FAMILY DWELLING",114,"AIR PISTOL/REVOLVER/RIFLE/BB GUN","AA","Adult Arrest",121,998,NA,NA,"8200    KYLE                         ST","","(34.2647, -118.3114)",0,1,1,1,0,34.2647,-118.3114,"1548","Los Angeles","CA","4786",0.48,"547","US","1548","BlockApportionment:US.BlockGroups","1","2394","2234","11","0","115","203","54","238","59","7","79","181","52","252","0","142","166","263","78","56","153","125","160",6.7,4632,43.5,20.5,63.9,15.6,28.2815198618307,81.4,0.3,0.8,17.4,0.2,25.4,2.7,52.9,1645,16.7530224525043,2.75,14.6,11.6,68048,3.2,6.6,1,0,0,0
"28","06037103102",351037,131618024,"2013-12-27","2013-08-10",330,16,"Foothill",1637,121,"RAPE, FORCIBLE","0400 0527 1814 2000",25,"F","O",501,"SINGLE FAMILY DWELLING",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other",121,NA,NA,NA,"10600    TINKER                       AV","","(34.2615, -118.3017)",139,0,0,0,1,34.2615,-118.3017,"1548","Los Angeles","CA","4786",0.48,"547","US","1548","BlockApportionment:US.BlockGroups","1","2394","2234","11","0","115","203","54","238","59","7","79","181","52","252","0","142","166","263","78","56","153","125","160",6.7,4632,43.5,20.5,63.9,15.6,28.2815198618307,81.4,0.3,0.8,17.4,0.2,25.4,2.7,52.9,1645,16.7530224525043,2.75,14.6,11.6,68048,3.2,6.6,0,0,0,0
"29","06037103300",538383,141610668,"2014-07-01","2014-05-15",1000,16,"Foothill",1655,121,"RAPE, FORCIBLE","0400 0527 0516 0531 1814",50,"F","W",501,"SINGLE FAMILY DWELLING",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other",121,NA,NA,NA,"11000    MCBROOM                      ST","","(34.2602, -118.3706)",47,0,0,0,1,34.2602,-118.3706,"1550","Los Angeles","CA","3977",2.38,"549","US","1550","BlockApportionment:US.BlockGroups","1","2112","2036","49","0","122","118","61","220","10","20","109","65","78","254","5","164","162","232","56","45","167","99","76",3.6,3137,48.1,17.1,63.2,19.7,36.9142492827542,91.3,0.5,1.4,9.4,0,7.5,0.8,57.6,1185,7.36372330251833,2.41,3.4,9.3,78281,0,4.3,1,0,0,0
"30","06037103300",746337,151604326,"2015-01-11","2015-01-10",2300,16,"Foothill",1655,121,"RAPE, FORCIBLE","1402 1415 1409 1206",19,"F","H",501,"SINGLE FAMILY DWELLING",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other",121,998,NA,NA,"10100    ORCAS                        AV","","(34.2541, -118.3686)",1,1,1,1,0,34.2541,-118.3686,"1550","Los Angeles","CA","3977",2.38,"549","US","1550","BlockApportionment:US.BlockGroups","1","2112","2036","49","0","122","118","61","220","10","20","109","65","78","254","5","164","162","232","56","45","167","99","76",3.6,3137,48.1,17.1,63.2,19.7,36.9142492827542,91.3,0.5,1.4,9.4,0,7.5,0.8,57.6,1185,7.36372330251833,2.41,3.4,9.3,78281,0,4.3,0,0,1,0
